timestamp,user,coordinate,pixel_color
2023-07-20 18:09:49.658 UTC,1Gwttcp+9HC4YLaERXOAmAtfpBj/lD3Da9sLQSyonii/ObMqzWHbyVWVXeVvWVF3qPVIR0xB3TzYC5mOX/UL+A==,"477,268",#3690EA
2023-07-20 18:09:49.658 UTC,7EdXDJogOffhW8ex4mCsNQzhItraj3iMAs2JtoBcsjyvDIWb0uJrhtcPAqOpfxrVF/KnPiw2EO5DOAbh8Jh8YA==,"-395,-57",#FFD635
2023-07-20 18:09:49.668 UTC,VPPgAeEohrkZRa1tnQHNb5vIqeSJ1/8RB/OtuUrMzYBymmvPcZ+85RSKGTdMGH5gf4GLz1KkrlZgejVhbznqyQ==,"80,216",#B44AC0
2023-07-20 18:09:49.672 UTC,xNnLfREhSW0fq/zXztaSA9cQ/o3wjcvmXE7KSdJIv0zcThKArMML5xmNm0KSwttmxfDYgLyJsa/ymoFEwrngMQ==,"230,16",#000000
2023-07-20 18:09:49.672 UTC,Mj1px6m88UvEDGR/toqWBMZjtcJNzruZCJImTs1U+zGJ3ZAnW0/gfywi55i2HMCwzEx+b6E/H7DBlzvwelhI6Q==,"315,-220",#FF4500
2023-07-20 18:09:49.678 UTC,05LT+aublm8Pg+udrrooj/L1/nllBr0Es1mrFSeCfKr3hCioFNJjfv6Z6cT2RSwWIm0ilaj+4TscEGoo0S+vZg==,"119,183",#FFFFFF
2023-07-20 18:09:49.679 UTC,ty1I+Z5ecw7/xmNOEiwgIRTz4QfHaIf36rUsNeWglxcvy4Y8+tEsYRIusVx19iACb4lsR4U7o307mZEFIg41OQ==,"-493,-342",#3690EA
2023-07-20 18:09:49.679 UTC,qFmWSIo+t9r+VXXqNb7iGpkqaCwNZJAOp/7bCLRQj6JlOny/EBr0rN2z4PI0RLv64/g7/8KDsaNECe2FtBBFBg==,"104,-227",#3690EA
2023-07-20 18:09:49.679 UTC,OI3mpmOJJjCOkOMXRf55yCyHnzyuNriPMQbF/tjcvku3MOiDNZedkb2PL3fikIkRTLo+XPye/WCp/GUKAR3N2Q==,"-384,-56",#FF4500
2023-07-20 18:09:49.679 UTC,2uZ/edkhgkG5FQhXrW4bBL6OJUeoxG2Zsq9GGfzw5L6VUoSoYjHy6+ag7p4YV00zRcUQRXl0qo+Jpfhwl6THFg==,"62,400",#000000
2023-07-20 18:09:49.702 UTC,7OgghqPVng+bjMhOu+Dw1Qy0znjZn6CWhDptUoR1wwuknwYT+QYUEW5q0GscLSOCUbHXqAVJBA0w0gb5n1JwIg==,"-356,216",#000000
2023-07-20 18:09:49.704 UTC,CFWZShmzF9c9kHSgsgQWRvbbHLJ59sEm+KvGDOepgNgj3qQzcE8xJPvzm9xGD6Rsdw/Oxt2tXVS2jnepsLFXgA==,"-261,261",#FFA800
2023-07-20 18:09:49.71 UTC,6nTlPMtWOy4W04+YINs/pJqOb6Rq+VwOWyh7M7G38vu5O/1uRy+wKvuH4gkKnYZEslEYKhhIMAL8NSLkDaPenA==,"-394,-357",#00A368
2023-07-20 18:09:49.71 UTC,eSkP+4fTzcvJm+osTqv4s11liyj9zfEXVvAnwOEaqTf5tRaiq8f1dmBMuC1qW9AW3upJGK+O4EwUPIJ2/8SpZw==,"-445,-334",#FFFFFF
2023-07-20 18:09:49.71 UTC,FgtTXxx6/LTSW90P4/ZQzoskh4BRUiHiWQD58jLfXY7KmChiPHk2S1X9K7SAq3L91eMUOL4oE5qXvsXmr8ERrA==,"-391,-251",#FF4500
2023-07-20 18:09:49.711 UTC,WajK/zPcWyBNkOTuVmI5eNVcTHD0g7W2J3SzKY2gxIat9x92PBeJNNdA9uyl8gS18ZCHXosIw0fdfJmpLkJnCA==,"-115,-98",#FFD635
2023-07-20 18:09:49.712 UTC,iVkGLPPuM/28gE2CW/YW3Ll/MBM/0paxgDoMjazKtOyHgvIjHt8MtNJLnh518VCmjcIxKz908MncX4oMho4T2A==,"153,103",#000000
2023-07-20 18:09:49.718 UTC,DcX8v/e2Zu614Xb4HuxFqeXCd7Co9PWZ/H9Djd1aDHXu5uX47WvTM7Io1bZZKRCsOE7ZwkEknjcfhtd1NpzcGg==,"226,230",#FFFFFF
2023-07-20 18:09:49.718 UTC,E5ysOpDzyd8hzl+l1Qom2Uu6x8b1mhJeS6z6OTjV1OTKtZ3cmh49YBYylx8hZaf+zt8Lp1AKmApDdQyrwNSNzQ==,"383,-237",#FFD635
2023-07-20 18:09:49.719 UTC,U0kQvLsEBp4IqXDHxBPVTdhUVyUQrHxl3OWd4B7I5P/uMn2RY3sHD0ldnyYp8Co5KEeVBsU6GuFyA5GSQs2xKA==,"287,101",#B44AC0
2023-07-20 18:09:49.719 UTC,JAZd4mWDYYEvgj6X2ABg7L0EzRKPsHBbYU0tBE8L2eyam9SlW0/EJfJaX0bypDz2Eh/28sq4s7wG1j+6ri4/kg==,"480,-333",#FFFFFF
2023-07-20 18:09:49.723 UTC,kHkgUpmcQ/Udzut35RMcXjfc3yf7if+WigUhAkcaJJcoGHrLugjextEOklEIaLQsOml+L++Z5QNIeODNm9O2Dg==,"294,183",#000000
2023-07-20 18:09:49.723 UTC,BNgjaE9W+1NAIS0E4TptZAhNBPx2iKyCO6fxNmzh7ijnhqampqDceY0IBKE0XKTFlk8pKOb4d6F4yYN9x1ka/w==,"104,-227",#3690EA
2023-07-20 18:09:49.723 UTC,hS4FYx1OI6mHQxk5I6xM35sYmiOMN5Tn2WlC5vk4KhtuO1r2nYoJIyvyvSBYkroR0G1wzbC6uWLjmmCYM9TeFQ==,"-425,-315",#FFFFFF
2023-07-20 18:09:49.739 UTC,HHtnJ+ygpGSJ+O6rJdTRjKnUA3aS7NfwsRuswQig4MqWb8vY/9ejRpwUfZ/wp02LuOa78ep9vatmx+YIUx/XHw==,"-384,-77",#FF4500
2023-07-20 18:09:49.744 UTC,65j+Wc9RBbCJvUKYHhktRO3eqAhHhYGoNv3SIxksV+Q1GmxVjX6/qo/PklqQrjGxaNEdzDwdQumxkXa7gXcytg==,"-280,351",#000000
2023-07-20 18:09:49.744 UTC,QipwsI7gZoKJSXH3OngVd0bAPab5rpgfUhgx5hVJGPKM2MmlEwoXJxzsoY7vAIjqm5G6FQ7AybV7BpS+RLcLLQ==,"182,-315",#FFA800
2023-07-20 18:09:49.744 UTC,mBMHG46JKP7lphtsFNmQakv6EijCoys5VkKSA5SDXk1NQtGDSFw3x/+t57OQog00/uhbWJUjTLCF052Mg/sDUQ==,"481,-171",#000000
2023-07-20 18:09:49.746 UTC,XsZUgEEX45HD+X48xlHAlyG59lSFyKq74ZiGdXjzjpKt5xYMCWCs6URyeqUFzcmmUBM73LByTeKAw/PqLTNC4w==,"-191,-364",#00A368
2023-07-20 18:09:49.746 UTC,DrLVn0a1dIBIp3nMRhE/+GlCVULrhv+kaySBYtamDCesvAlLuNWeKD8y/I5pXIodTZHQAJDjuf8diMiBlr31Ew==,"105,171",#FFFFFF
2023-07-20 18:09:49.752 UTC,25lCyleW82LG6LmbLxeRZQEwmKJbnZ2UCIBPbfPUgXT7riP2PhKuRZjqpxKpDOhaBNibtuqCxKhe7XurCBhIBw==,"-437,-327",#FFFFFF
2023-07-20 18:09:49.752 UTC,GYfde0jG5oTrvfrPevCzxjaQ7o5EKB0Dqx0P+w9bqaE891iapuRQsO19ZOtClk/3yCGrzYktnB5ru3RYCheoqw==,"-461,-309",#3690EA
2023-07-20 18:09:49.763 UTC,ZM629DRbBpAfjllTw6C6ecroYffjH15hiJDIbWbLZnt+iaNrb3uc+D8sGfvcnIvEKd1LhkaykuX+SSlev/66wA==,"-245,78",#FFFFFF
2023-07-20 18:09:49.772 UTC,fg15Xa+kst0BT3Y2+bK30Ekhq+iTNcs5FZj3fjCG0dbeIOPzGQ+1Vuh++jMYT9/qwAEsug15qoFWdTHAvUP69Q==,"-14,39",#FFFFFF
2023-07-20 18:09:49.776 UTC,1gX3GcsC5ui4cfhl9IyHmXkSuh+zderjvQu9+9L00TfpYEP62cBkmR1bv45aFLJ+k9AR5oqo7W1LqvmobwYduQ==,"301,187",#3690EA
2023-07-20 18:09:49.776 UTC,A3A2HQtTLtl5vblMRqC4UJrQmH3ujVqRDiSdMzdU7QaybypL9vx4Sz2eI8IdwMBG5j5pHFuBeWj7rYUM+P1VKw==,"338,-220",#00A368
2023-07-20 18:09:49.776 UTC,nF/xA8rmJ8qccvW3unO5MGyGlEBKbOXTY3OnCz4cIG7iuEB5U+qHd38dnLuEKL8z4QTgxI7j+kokNs78fMnFhw==,"64,-296",#3690EA
2023-07-20 18:09:49.776 UTC,+hGHlCnDy8KBtwcUN5TZVU01KNfwKVg0p/bbmHEChhvxP/VRdrHzvA0aCDd8lXPYcoi8VRDqk+B7+23TYGRBuw==,"-409,-236",#FF4500
2023-07-20 18:09:49.779 UTC,Kz53/yTfJcIms5WbZyS4D829nw//KEWFyEC7ZXTqTTjqXE0EWHU7+wjodJ85YMv1pOVctVf5pppbGPzr14fKiA==,"303,99",#FFFFFF
2023-07-20 18:09:49.79 UTC,0934pgFzN9O/QZ68cZNX4zWrlV2SqbTLaweiIU8JN794Eg9f0iKki5OQUhcMI6D3GcG4VDP+tJtDVCE/VMWp3Q==,"-445,-361",#00A368
2023-07-20 18:09:49.79 UTC,I6fwni6HnJ6ULH31kcpnuUxb0r2xF3LknX+hxLDidkj11SWj5yHGGGcRSdGCBdUrfPcbBmonu/6szZ/JFe4l4A==,"131,-341",#FFFFFF
2023-07-20 18:09:49.799 UTC,nASqD5SdEKIsiDLTon2604HnYLWNEK+VyteVVYfewfHpAruWLSHYzDaR9UDj4+pnNy1w5jDjIJUDDkv/NwZBbQ==,"231,472",#FFD635
2023-07-20 18:09:49.799 UTC,dwjqdxNgchqTglqjTs9n3pdDmGfRqgx39dbi07AfvxaSIvylgYQdoOPFVLAxIhjKj8qLJwiWgblGkdJn/Wkx5A==,"-375,-56",#FF4500
